Stage,Match,Date,MVP,Map Result
Lower Bracket Round 1,Virtus.pro (3) vs Spacestation (0),"September 2, 2024 - 02:18 KST",Sauna,"Control: 2 vs 1 (Lijiang Tower)
Escort: 1 vs 0 (Circuit Royal)
Push: 127.07m vs 85.64m (Colosseo)"
Lower Bracket Round 1,ENCE (4) vs Virtus.pro (2),"September 2, 2024 - 03:30 KST",Vestola,"Control: 2 vs 1 (Samoa)
Flashpoint: 3 vs 0 (Suravasa)
Escort: 0 vs 3 (Circuit Royal)
Hybrid: 2 vs 3 (Paraiso)
Push: 89.89m vs 78.89m (Colosseo)
Escort: 3 vs 2 (Junkertown)"
Group,SSG (SSG) vs OHAL (3),"August 17, 2024 - 01:00 KST",없음,"Control: 2 vs 0 (Samoa)
Escort: 2 vs 1 (Junkertown)
Hybrid: 2 vs 1 (Paraiso)"
Group,HYP (HYP) vs VEN (3),"August 17, 2024 - 02:15 KST",없음,"Control: 2 vs 0 (Lijiang Tower)
Escort: 4 vs 3 (Dorado)
Hybrid: 2 vs 3 (Blizzard World)
Push: 101.09m vs 43.68m (Colosseo)"
Group,SSG (SSG) vs HYP (3),"August 18, 2024 - 01:00 KST",Seicoe,"Control: 2 vs 0 (Samoa)
Escort: 2 vs 1 (Dorado)
Hybrid: 3 vs 1 (Eichenwalde)"
Group,OHAL (OHAL) vs VEN (0),"August 19, 2024 - 02:30 KST",Hybrid,"Control: 1 vs 2 (Samoa)
Hybrid: 1 vs 3 (Eichenwalde)
Escort: 2 vs 3 (Circuit Royal)"
Group,HYP (HYP) vs VEN (3),"August 25, 2024 - 04:00 KST",sxj,"Control: 2 vs 0 (Lijiang Tower)
Escort: 2 vs 3 (Circuit Royal)
Hybrid: 2 vs 3 (Eichenwalde)
Flashpoint: 3 vs 2 (New Junk City)
Push: 103.98m vs 44.37m (Runasapi)"
Group,ENCE (ENCE) vs MTB (3),"August 17, 2024 - 01:00 KST",sxj,"Control: 2 vs 0 (Samoa)
Escort: 3 vs 0 (Circuit Royal)
Push: 145m vs 32.32m (Runasapi)"
Group,WSP.O (WSP.O) vs AY (0),"August 17, 2024 - 02:30 KST",sxj,"Control: 1 vs 2 (Lijiang Tower)
Hybrid: 4 vs 5 (Blizzard World)
Escort: 1 vs 3 (Junkertown)"
Group,ENCE (ENCE) vs AY (3),"August 18, 2024 - 02:30 KST",kevster,"Control: 2 vs 1 (Lijiang Tower)
Push: 139.48m vs 19.82m (Colosseo)
Escort: 1 vs 0 (Dorado)"
Group,MTB (MTB) vs WSP.O (1),"August 19, 2024 - 03:50 KST",Hêv,"Control: 2 vs 0 (Lijiang Tower)
Hybrid: 1 vs 3 (Blizzard World)
Escort: 3 vs 4 (Circuit Royal)
Flashpoint: 0 vs 3 (New Junk City)"
Group,AY (AY) vs WSP.O (3),"August 26, 2024 - 01:00 KST",Gurkmeister,"Control: 1 vs 2 (Nepal)
Hybrid: 3 vs 1 (King's Row)
Escort: 5 vs 4 (Circuit Royal)
Flashpoint: 1 vs 3 (Suravasa)
Push: 89.46m vs 55.69m (Colosseo)"
Group,GG (GG) vs QAD (3),"August 17, 2024 - 01:00 KST",Gurkmeister,"Control: 2 vs 0 (Samoa)
Hybrid: 1 vs 0 (Eichenwalde)
Escort: 1 vs 0 (Dorado)"
Group,TM (TM) vs AOMA (3),"August 17, 2024 - 02:30 KST",Gurkmeister,"Control: 2 vs 0 (Lijiang Tower)
Escort: 1 vs 0 (Dorado)
Flashpoint: 3 vs 2 (Suravasa)"
Group,GG (GG) vs TM (0),"August 18, 2024 - 03:45 KST",Quartz,"Control: 0 vs 2 (Samoa)
Hybrid: 0 vs 3 (Blizzard World)
Push: 52.87m vs 89.27m (Runasapi)"
Group,QAD (QAD) vs AOMA (0),"August 25, 2024 - 01:00 KST",TOPDRAGON,"Control: 0 vs 2 (Samoa)
Hybrid: 2 vs 3 (King's Row)
Escort: 4 vs 5 (Circuit Royal)"
Group,GG (GG) vs AOMA (1),"August 26, 2024 - 03:10 KST",Avo,"Control: 2 vs 0 (Samoa)
Escort: 0 vs 2 (Dorado)
Push: 103.15m vs 103.16m (Runasapi)
Flashpoint: 2 vs 3 (Suravasa)"
Group,ExO (ExO) vs SRPC (1),"August 17, 2024 - 01:00 KST",Avo,"Control: 0 vs 2 (Nepal)
Flashpoint: 2 vs 3 (Suravasa)
Escort: 3 vs 1 (Dorado)
Push: 100.17m vs 129.31m (Runasapi)"
Group,VP (VP) vs SPY (3),"August 17, 2024 - 02:30 KST",Avo,"Control: 0 vs 2 (Busan)
Flashpoint: 3 vs 0 (Suravasa)
Escort: 3 vs 0 (Shambali Monastery)
Push: 144.86m vs 51.43m (Runasapi)"
Group,SRPC (SRPC) vs VP (0),"August 19, 2024 - 01:00 KST",Galaa,"Control: 0 vs 2 (Busan)
Escort: 4 vs 5 (Circuit Royal)
Hybrid: 0 vs 1 (King's Row)"
Group,ExO (ExO) vs SPY (2),"August 25, 2024 - 02:30 KST",Hitori,"Control: 2 vs 0 (Nepal)
Escort: 1 vs 0 (Dorado)
Flashpoint: 1 vs 3 (New Junk City)
Hybrid: 4 vs 5 (King's Row)
Push: 17.49m vs 144.86m (Runasapi)"
Group,SRPC (SRPC) vs SPY (1),"August 26, 2024 - 04:30 KST",Pak,"Control: 1 vs 2 (Nepal)
Escort: 5 vs 4 (Circuit Royal)
Flashpoint: 1 vs 3 (New Junk City)
Hybrid: 1 vs 2 (Eichenwalde)"
