Stage,Match,Date,MVP,Map Result
Group,MFCSP (MFCSP) vs REV (0),"August 14, 2024 - 22:00 KST",Fearful,"Control: 1 vs 2 (Nepal)
Push: 62.39m vs 127.73m (Runasapi)
Flashpoint: 1 vs 3 (Suravasa)"
Group,TLM (TLM) vs NG (0),"August 19, 2024 - 19:00 KST",Mimoza,"Control: 0 vs 2 (Nepal)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 1 vs 3 (Circuit Royal)"
Group,NMB (NMB) vs VL (0),"August 19, 2024 - 20:30 KST",KSG,"Control: 0 vs 2 (Nepal)
Hybrid: 2 vs 3 (Paraiso)
Flashpoint: 0 vs 3 (Suravasa)"
Group,LAZ (LAZ) vs INS (0),"August 19, 2024 - 21:35 KST",Ade,"Control: 1 vs 2 (Samoa)
Push: 65.14m vs 115.82m (Runasapi)
Escort: 2 vs 3 (Circuit Royal)"
Group,LAZ (LAZ) vs REV (3),"August 20, 2024 - 19:00 KST",Hidden,"Control: 2 vs 0 (Samoa)
Escort: 2 vs 1 (Dorado)
Flashpoint: 3 vs 1 (New Junk City)"
Group,VL (VL) vs MFCSP (3),"August 20, 2024 - 20:30 KST",Nico,"Control: 2 vs 0 (Samoa)
Escort: 2 vs 1 (Circuit Royal)
Flashpoint: 3 vs 1 (Suravasa)"
Group,INS (INS) vs NG (3),"August 20, 2024 - 22:00 KST",Ade,"Control: 0 vs 2 (Nepal)
Escort: 2 vs 1 (Shambali Monastery)
Hybrid: 1 vs 0 (Blizzard World)
Flashpoint: 3 vs 2 (Suravasa)"
Group,NMB (NMB) vs TLM (3),"August 21, 2024 - 19:00 KST",NewJ,"Control: 2 vs 0 (Nepal)
Push: 128.11m vs 0m (New Queen Street)
Flashpoint: 3 vs 0 (New Junk City)"
Group,REV (REV) vs NG (0),"August 21, 2024 - 20:30 KST",Scarlett,"Control: 0 vs 2 (Samoa)
Push: 70.65m vs 141.23m (Runasapi)
Escort: 2 vs 3 (Circuit Royal)"
Group,MFCSP (MFCSP) vs INS (0),"August 21, 2024 - 21:35 KST",Undersea,"Control: 0 vs 2 (Lijiang Tower)
Push: 53.79m vs 103.41m (Runasapi)
Hybrid: 1 vs 2 (King's Row)"
Group,MFCSP (MFCSP) vs TLM (3),"August 26, 2024 - 19:00 KST",Frogger,"Control: 2 vs 0 (Samoa)
Hybrid: 2 vs 1 (Paraiso)
Escort: 3 vs 0 (Circuit Royal)"
Group,LAZ (LAZ) vs NMB (3),"August 26, 2024 - 20:10 KST",Leonopteryx,"Control: 0 vs 2 (Nepal)
Push: 144.86m vs 4.53m (Runasapi)
Hybrid: 1 vs 0 (King's Row)
Escort: 3 vs 2 (Dorado)"
Group,VL (VL) vs REV (3),"August 26, 2024 - 22:00 KST",Mihawk,"Control: 2 vs 0 (Samoa)
Hybrid: 2 vs 1 (King's Row)
Escort: 2 vs 1 (Dorado)"
Group,TLM (TLM) vs VL (0),"August 27, 2024 - 19:00 KST",KSG,"Control: 0 vs 2 (Nepal)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 0 vs 3 (Shambali Monastery)"
Group,INS (INS) vs NMB (3),"August 27, 2024 - 20:10 KST",Ade,"Control: 2 vs 0 (Samoa)
Escort: 2 vs 1 (Rialto)
Hybrid: 1 vs 2 (King's Row)
Flashpoint: 3 vs 1 (Suravasa)"
Group,NG (NG) vs LAZ (3),"August 27, 2024 - 21:50 KST",Scarlett,"Control: 2 vs 0 (Lijiang Tower)
Push: 55.53m vs 113.4m (Runasapi)
Flashpoint: 1 vs 3 (Suravasa)
Hybrid: 3 vs 2 (King's Row)
Escort: 3 vs 0 (Circuit Royal)"
Group,VL (VL) vs INS (3),"August 28, 2024 - 17:00 KST",Qki,"Control: 2 vs 1 (Lijiang Tower)
Escort: 3 vs 1 (Circuit Royal)
Flashpoint: 1 vs 3 (Suravasa)
Hybrid: 1 vs 2 (Blizzard World)
Push: 98.26m vs 91.66m (New Queen Street)"
Group,LAZ (LAZ) vs MFCSP (3),"August 28, 2024 - 20:20 KST",GodSam,"Control: 2 vs 0 (Nepal)
Flashpoint: 3 vs 0 (Suravasa)
Escort: 3 vs 2 (Circuit Royal)"
Group,NMB (NMB) vs NG (0),"August 28, 2024 - 21:30 KST",DOX,"Control: 0 vs 2 (Samoa)
Hybrid: 3 vs 4 (King's Row)
Escort: 0 vs 1 (Circuit Royal)"
